,ADM0_NAME,flow_name,leaf,leaf_median,leaf_std,_source_file
232,Spain,Barley_irr_roff_rt,4.0826564,2.122111,5.0493155,se_rate_25km_clipped_Barley_irr_roff_rt.tif
233,Spratly Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
234,Sri Lanka,Barley_irr_roff_rt,86.09075,99.87891,33.11274,se_rate_25km_clipped_Barley_irr_roff_rt.tif
235,Sudan,Barley_irr_roff_rt,0.8981332,0.50948656,1.41194,se_rate_25km_clipped_Barley_irr_roff_rt.tif
236,Suriname,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
237,Svalbard and Jan Mayen Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
238,Swaziland,Barley_irr_roff_rt,16.880657,14.421867,13.36694,se_rate_25km_clipped_Barley_irr_roff_rt.tif
239,Sweden,Barley_irr_roff_rt,0.4000631,0.30518648,0.3189187,se_rate_25km_clipped_Barley_irr_roff_rt.tif
240,Switzerland,Barley_irr_roff_rt,14.404934,8.91979,16.730598,se_rate_25km_clipped_Barley_irr_roff_rt.tif
241,Syrian Arab Republic,Barley_irr_roff_rt,1.1522493,0.15248126,3.8120804,se_rate_25km_clipped_Barley_irr_roff_rt.tif
242,Taiwan,Barley_irr_roff_rt,80.7861,87.60306,51.067238,se_rate_25km_clipped_Barley_irr_roff_rt.tif
243,Tajikistan,Barley_irr_roff_rt,6.8782125,5.2562814,6.0887322,se_rate_25km_clipped_Barley_irr_roff_rt.tif
244,Thailand,Barley_irr_roff_rt,34.344036,32.524815,21.616726,se_rate_25km_clipped_Barley_irr_roff_rt.tif
245,The former Yugoslav Republic of Macedonia,Barley_irr_roff_rt,7.159168,4.9116626,5.7100706,se_rate_25km_clipped_Barley_irr_roff_rt.tif
246,Timor-Leste,Barley_irr_roff_rt,90.82875,71.68557,41.934937,se_rate_25km_clipped_Barley_irr_roff_rt.tif
247,Togo,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
248,Tokelau,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
249,Tonga,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
250,Trinidad and Tobago,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
251,Tromelin Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
252,Tunisia,Barley_irr_roff_rt,1.3632419,0.52086776,1.9754772,se_rate_25km_clipped_Barley_irr_roff_rt.tif
253,Turkey,Barley_irr_roff_rt,3.2537014,1.9611839,3.6106381,se_rate_25km_clipped_Barley_irr_roff_rt.tif
254,Turkmenistan,Barley_irr_roff_rt,0.4720817,0.21628548,0.8828081,se_rate_25km_clipped_Barley_irr_roff_rt.tif
255,Turks and Caicos islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
256,Tuvalu,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
257,U.K. of Great Britain and Northern Ireland,Barley_irr_roff_rt,2.414453,0.7437654,5.1753535,se_rate_25km_clipped_Barley_irr_roff_rt.tif
258,Uganda,Barley_irr_roff_rt,21.337473,12.338762,28.772993,se_rate_25km_clipped_Barley_irr_roff_rt.tif
259,Ukraine,Barley_irr_roff_rt,0.5675009,0.30257833,0.9278275,se_rate_25km_clipped_Barley_irr_roff_rt.tif
260,United Arab Emirates,Barley_irr_roff_rt,3.3810475,3.798726,1.0784415,se_rate_25km_clipped_Barley_irr_roff_rt.tif
261,United Republic of Tanzania,Barley_irr_roff_rt,12.179762,4.7976484,18.017025,se_rate_25km_clipped_Barley_irr_roff_rt.tif
262,United States Virgin Islands,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
263,United States of America,Barley_irr_roff_rt,3.9434917,2.0326748,5.9804945,se_rate_25km_clipped_Barley_irr_roff_rt.tif
264,Uruguay,Barley_irr_roff_rt,2.6511843,2.2057025,1.8355566,se_rate_25km_clipped_Barley_irr_roff_rt.tif
265,Uzbekistan,Barley_irr_roff_rt,1.0183928,0.17259434,2.5107079,se_rate_25km_clipped_Barley_irr_roff_rt.tif
266,Vanuatu,Barley_irr_roff_rt,74.42772,74.42772,0.0,se_rate_25km_clipped_Barley_irr_roff_rt.tif
267,Venezuela,Barley_irr_roff_rt,49.684082,41.338593,36.888885,se_rate_25km_clipped_Barley_irr_roff_rt.tif
268,Viet Nam,Barley_irr_roff_rt,70.57743,67.86568,41.520924,se_rate_25km_clipped_Barley_irr_roff_rt.tif
269,Wake Island,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
270,Wallis and Futuna,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
271,West Bank,Barley_irr_roff_rt,3.7307954,2.6254985,3.4825978,se_rate_25km_clipped_Barley_irr_roff_rt.tif
272,Western Sahara,Barley_irr_roff_rt,,,,se_rate_25km_clipped_Barley_irr_roff_rt.tif
273,Yemen,Barley_irr_roff_rt,4.976099,2.3069663,6.0582547,se_rate_25km_clipped_Barley_irr_roff_rt.tif
274,Zambia,Barley_irr_roff_rt,3.9982815,2.5773952,4.6318583,se_rate_25km_clipped_Barley_irr_roff_rt.tif
275,Zimbabwe,Barley_irr_roff_rt,5.414152,2.745837,7.2998695,se_rate_25km_clipped_Barley_irr_roff_rt.tif
276,Abyei,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
277,Afghanistan,Barley_rf_roff_rt,3.4010181,1.1929752,5.672827,se_rate_25km_clipped_Barley_rf_roff_rt.tif
278,Aksai Chin,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
279,Albania,Barley_rf_roff_rt,16.292519,15.652354,9.003258,se_rate_25km_clipped_Barley_rf_roff_rt.tif
280,Algeria,Barley_rf_roff_rt,2.217387,0.88740754,3.1120942,se_rate_25km_clipped_Barley_rf_roff_rt.tif
281,American Samoa,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
282,Andorra,Barley_rf_roff_rt,33.872578,36.222557,3.3463564,se_rate_25km_clipped_Barley_rf_roff_rt.tif
283,Angola,Barley_rf_roff_rt,4.5238194,2.6232734,5.7476673,se_rate_25km_clipped_Barley_rf_roff_rt.tif
284,Anguilla,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
285,Antarctica,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
286,Antigua and Barbuda,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
287,Argentina,Barley_rf_roff_rt,2.8986747,1.3017118,6.7811375,se_rate_25km_clipped_Barley_rf_roff_rt.tif
288,Armenia,Barley_rf_roff_rt,4.4603143,3.8500724,3.830257,se_rate_25km_clipped_Barley_rf_roff_rt.tif
289,Aruba,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
290,Arunachal Pradesh,Barley_rf_roff_rt,86.90343,87.982056,46.827736,se_rate_25km_clipped_Barley_rf_roff_rt.tif
291,Ashmore and Cartier Islands,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
292,Australia,Barley_rf_roff_rt,3.146389,1.1989583,5.9604897,se_rate_25km_clipped_Barley_rf_roff_rt.tif
293,Austria,Barley_rf_roff_rt,9.538262,7.24177,8.610671,se_rate_25km_clipped_Barley_rf_roff_rt.tif
294,Azerbaijan,Barley_rf_roff_rt,4.110748,1.949909,5.5581813,se_rate_25km_clipped_Barley_rf_roff_rt.tif
295,Azores Islands,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
296,Bahamas,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
297,Bahrain,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
298,Baker Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
299,Bangladesh,Barley_rf_roff_rt,9.402829,5.163382,16.206541,se_rate_25km_clipped_Barley_rf_roff_rt.tif
300,Barbados,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
301,Bassas da India,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
302,Belarus,Barley_rf_roff_rt,0.2262102,0.20647693,0.08324374,se_rate_25km_clipped_Barley_rf_roff_rt.tif
303,Belgium,Barley_rf_roff_rt,0.90812564,0.3634973,1.1463313,se_rate_25km_clipped_Barley_rf_roff_rt.tif
304,Belize,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
305,Benin,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
306,Bermuda,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
307,Bhutan,Barley_rf_roff_rt,80.74327,78.85195,47.802002,se_rate_25km_clipped_Barley_rf_roff_rt.tif
308,Bird Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
309,Bolivia,Barley_rf_roff_rt,37.026943,27.270895,36.40014,se_rate_25km_clipped_Barley_rf_roff_rt.tif
310,Bosnia and Herzegovina,Barley_rf_roff_rt,10.510078,9.418357,7.727803,se_rate_25km_clipped_Barley_rf_roff_rt.tif
311,Botswana,Barley_rf_roff_rt,0.76654154,0.65436983,0.42224813,se_rate_25km_clipped_Barley_rf_roff_rt.tif
312,Bouvet Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
313,Brazil,Barley_rf_roff_rt,16.376589,8.280407,19.808966,se_rate_25km_clipped_Barley_rf_roff_rt.tif
314,British Indian Ocean Territory,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
315,British Virgin Islands,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
316,Brunei Darussalam,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
317,Bulgaria,Barley_rf_roff_rt,2.635745,2.0212169,2.0286508,se_rate_25km_clipped_Barley_rf_roff_rt.tif
318,Burkina Faso,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
319,Burundi,Barley_rf_roff_rt,22.004063,14.481907,19.151287,se_rate_25km_clipped_Barley_rf_roff_rt.tif
320,Cambodia,Barley_rf_roff_rt,25.390055,20.495638,19.443262,se_rate_25km_clipped_Barley_rf_roff_rt.tif
321,Cameroon,Barley_rf_roff_rt,22.61294,16.830704,21.289976,se_rate_25km_clipped_Barley_rf_roff_rt.tif
322,Canada,Barley_rf_roff_rt,1.619892,0.3684614,4.950308,se_rate_25km_clipped_Barley_rf_roff_rt.tif
323,Cape Verde,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
324,Cayman Islands,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
325,Central African Republic,Barley_rf_roff_rt,11.071314,11.071314,0.0,se_rate_25km_clipped_Barley_rf_roff_rt.tif
326,Chad,Barley_rf_roff_rt,0.66923153,0.6124278,0.21608293,se_rate_25km_clipped_Barley_rf_roff_rt.tif
327,Chile,Barley_rf_roff_rt,7.9314227,3.7784393,11.044192,se_rate_25km_clipped_Barley_rf_roff_rt.tif
328,China,Barley_rf_roff_rt,19.021545,6.5139656,26.039524,se_rate_25km_clipped_Barley_rf_roff_rt.tif
329,China/India,Barley_rf_roff_rt,20.349356,20.349356,0.0,se_rate_25km_clipped_Barley_rf_roff_rt.tif
330,Christmas Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
331,Clipperton Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
332,Cocos (Keeling) Islands,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
333,Colombia,Barley_rf_roff_rt,80.689926,78.742615,46.439507,se_rate_25km_clipped_Barley_rf_roff_rt.tif
334,Comoros,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
335,Congo,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
336,Cook Islands,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
337,Costa Rica,Barley_rf_roff_rt,97.44453,96.35233,39.431812,se_rate_25km_clipped_Barley_rf_roff_rt.tif
338,Croatia,Barley_rf_roff_rt,7.1153407,4.159625,9.022703,se_rate_25km_clipped_Barley_rf_roff_rt.tif
339,Cuba,Barley_rf_roff_rt,31.985096,31.985096,3.5527137e-15,se_rate_25km_clipped_Barley_rf_roff_rt.tif
340,Cyprus,Barley_rf_roff_rt,2.1292884,1.2921267,2.1933708,se_rate_25km_clipped_Barley_rf_roff_rt.tif
341,Czech Republic,Barley_rf_roff_rt,1.2460574,0.81520057,1.3570057,se_rate_25km_clipped_Barley_rf_roff_rt.tif
342,Côte d'Ivoire,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
343,Dem People's Rep of Korea,Barley_rf_roff_rt,26.58591,19.262037,22.934732,se_rate_25km_clipped_Barley_rf_roff_rt.tif
344,Democratic Republic of the Congo,Barley_rf_roff_rt,14.863956,5.2549725,23.59137,se_rate_25km_clipped_Barley_rf_roff_rt.tif
345,Denmark,Barley_rf_roff_rt,0.35515606,0.31660676,0.14692876,se_rate_25km_clipped_Barley_rf_roff_rt.tif
346,Djibouti,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
347,Dominica,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
348,Dominican Republic,Barley_rf_roff_rt,55.1384,44.391533,34.05705,se_rate_25km_clipped_Barley_rf_roff_rt.tif
349,Ecuador,Barley_rf_roff_rt,65.41611,53.610485,49.515236,se_rate_25km_clipped_Barley_rf_roff_rt.tif
350,Egypt,Barley_rf_roff_rt,0.08351048,0.08282254,0.010488771,se_rate_25km_clipped_Barley_rf_roff_rt.tif
351,El Salvador,Barley_rf_roff_rt,62.900997,35.546543,39.652092,se_rate_25km_clipped_Barley_rf_roff_rt.tif
352,Equatorial Guinea,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
353,Eritrea,Barley_rf_roff_rt,15.374427,11.987864,15.504975,se_rate_25km_clipped_Barley_rf_roff_rt.tif
354,Estonia,Barley_rf_roff_rt,0.26525036,0.24818654,0.09578827,se_rate_25km_clipped_Barley_rf_roff_rt.tif
355,Ethiopia,Barley_rf_roff_rt,19.051695,13.595185,19.768404,se_rate_25km_clipped_Barley_rf_roff_rt.tif
356,Europa Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
357,Falkland Islands (Malvinas),Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
358,Faroe Islands,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
359,Fiji,Barley_rf_roff_rt,61.00849,61.00849,7.1054274e-15,se_rate_25km_clipped_Barley_rf_roff_rt.tif
360,Finland,Barley_rf_roff_rt,0.16522554,0.12574683,0.11527186,se_rate_25km_clipped_Barley_rf_roff_rt.tif
361,France,Barley_rf_roff_rt,3.0631592,0.7953772,5.2435074,se_rate_25km_clipped_Barley_rf_roff_rt.tif
362,French Guiana,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
363,French Polynesia,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
364,French Southern and Antarctic Territories,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
365,Gabon,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
366,Gambia,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
367,Gaza Strip,Barley_rf_roff_rt,0.1854253,0.13196331,0.08910043,se_rate_25km_clipped_Barley_rf_roff_rt.tif
368,Georgia,Barley_rf_roff_rt,13.852996,10.11345,13.994348,se_rate_25km_clipped_Barley_rf_roff_rt.tif
369,Germany,Barley_rf_roff_rt,1.178312,0.5059527,2.0729742,se_rate_25km_clipped_Barley_rf_roff_rt.tif
370,Ghana,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
371,Gibraltar,Barley_rf_roff_rt,7.32925,7.32925,0.0,se_rate_25km_clipped_Barley_rf_roff_rt.tif
372,Glorioso Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
373,Greece,Barley_rf_roff_rt,8.0310755,5.7322917,6.8146462,se_rate_25km_clipped_Barley_rf_roff_rt.tif
374,Greenland,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
375,Grenada,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
376,Guadeloupe,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
377,Guam,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
378,Guatemala,Barley_rf_roff_rt,45.495842,37.52143,30.496492,se_rate_25km_clipped_Barley_rf_roff_rt.tif
379,Guernsey,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
380,Guinea,Barley_rf_roff_rt,2.2763293,2.2763293,0.0,se_rate_25km_clipped_Barley_rf_roff_rt.tif
381,Guinea-Bissau,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
382,Guyana,Barley_rf_roff_rt,59.49484,62.613598,26.42447,se_rate_25km_clipped_Barley_rf_roff_rt.tif
383,Haiti,Barley_rf_roff_rt,41.7611,37.968533,13.987196,se_rate_25km_clipped_Barley_rf_roff_rt.tif
384,Hala'ib triangle,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
385,Heard Island and McDonald Islands,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
386,Holy See,Barley_rf_roff_rt,2.2817178,2.2817178,0.0,se_rate_25km_clipped_Barley_rf_roff_rt.tif
387,Honduras,Barley_rf_roff_rt,48.00429,40.412434,32.66456,se_rate_25km_clipped_Barley_rf_roff_rt.tif
388,Hong Kong,Barley_rf_roff_rt,149.57002,156.97693,12.829128,se_rate_25km_clipped_Barley_rf_roff_rt.tif
389,Howland Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
390,Hungary,Barley_rf_roff_rt,0.7070444,0.384611,0.7085809,se_rate_25km_clipped_Barley_rf_roff_rt.tif
391,Iceland,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
392,Ilemi triangle,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
393,India,Barley_rf_roff_rt,12.582138,2.9714057,25.314648,se_rate_25km_clipped_Barley_rf_roff_rt.tif
394,Indonesia,Barley_rf_roff_rt,89.8971,85.92238,49.087982,se_rate_25km_clipped_Barley_rf_roff_rt.tif
395,Iran  (Islamic Republic of),Barley_rf_roff_rt,1.2391701,0.35044596,2.1667182,se_rate_25km_clipped_Barley_rf_roff_rt.tif
396,Iraq,Barley_rf_roff_rt,2.028386,0.31360725,3.622891,se_rate_25km_clipped_Barley_rf_roff_rt.tif
397,Ireland,Barley_rf_roff_rt,1.5016912,0.6383203,2.3793244,se_rate_25km_clipped_Barley_rf_roff_rt.tif
398,Isle of Man,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
399,Israel,Barley_rf_roff_rt,2.8801892,1.4720103,3.4342096,se_rate_25km_clipped_Barley_rf_roff_rt.tif
400,Italy,Barley_rf_roff_rt,9.952189,7.205282,9.531163,se_rate_25km_clipped_Barley_rf_roff_rt.tif
401,Jamaica,Barley_rf_roff_rt,156.97693,156.97693,0.0,se_rate_25km_clipped_Barley_rf_roff_rt.tif
402,Jammu and Kashmir,Barley_rf_roff_rt,27.752544,20.585592,24.873058,se_rate_25km_clipped_Barley_rf_roff_rt.tif
403,Japan,Barley_rf_roff_rt,51.656647,37.269135,44.03858,se_rate_25km_clipped_Barley_rf_roff_rt.tif
404,Jarvis Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
405,Jersey,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
406,Johnston Atoll,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
407,Jordan,Barley_rf_roff_rt,1.4590803,1.2672786,1.0772698,se_rate_25km_clipped_Barley_rf_roff_rt.tif
408,Juan de Nova Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
409,Kazakhstan,Barley_rf_roff_rt,0.35488284,0.1289562,0.88111037,se_rate_25km_clipped_Barley_rf_roff_rt.tif
410,Kenya,Barley_rf_roff_rt,10.407031,5.7317023,13.328238,se_rate_25km_clipped_Barley_rf_roff_rt.tif
411,Kingman Reef,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
412,Kiribati,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
413,Kuril islands,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
414,Kuwait,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
415,Kyrgyzstan,Barley_rf_roff_rt,3.058443,1.7405711,4.078511,se_rate_25km_clipped_Barley_rf_roff_rt.tif
416,Lao People's Democratic Republic,Barley_rf_roff_rt,56.86294,52.49849,31.183134,se_rate_25km_clipped_Barley_rf_roff_rt.tif
417,Latvia,Barley_rf_roff_rt,0.3391377,0.30647662,0.14490442,se_rate_25km_clipped_Barley_rf_roff_rt.tif
418,Lebanon,Barley_rf_roff_rt,15.996538,5.8472586,17.723448,se_rate_25km_clipped_Barley_rf_roff_rt.tif
419,Lesotho,Barley_rf_roff_rt,17.114553,16.108393,8.993527,se_rate_25km_clipped_Barley_rf_roff_rt.tif
420,Liberia,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
421,Libya,Barley_rf_roff_rt,0.7018774,0.3450285,0.66204864,se_rate_25km_clipped_Barley_rf_roff_rt.tif
422,Liechtenstein,Barley_rf_roff_rt,11.872219,1.8119028,11.634133,se_rate_25km_clipped_Barley_rf_roff_rt.tif
423,Lithuania,Barley_rf_roff_rt,0.27282467,0.25296324,0.08995236,se_rate_25km_clipped_Barley_rf_roff_rt.tif
424,Luxembourg,Barley_rf_roff_rt,2.6956227,1.6147598,1.8360006,se_rate_25km_clipped_Barley_rf_roff_rt.tif
425,Ma'tan al-Sarra,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
426,Macau,Barley_rf_roff_rt,3.2622643,3.2622643,0.0,se_rate_25km_clipped_Barley_rf_roff_rt.tif
427,Madagascar,Barley_rf_roff_rt,26.628218,17.324905,29.107916,se_rate_25km_clipped_Barley_rf_roff_rt.tif
428,Madeira Islands,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
429,Malawi,Barley_rf_roff_rt,16.522552,7.6047845,21.27118,se_rate_25km_clipped_Barley_rf_roff_rt.tif
430,Malaysia,Barley_rf_roff_rt,100.04307,83.573135,52.020283,se_rate_25km_clipped_Barley_rf_roff_rt.tif
431,Maldives,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
432,Mali,Barley_rf_roff_rt,1.674881,1.674881,0.0,se_rate_25km_clipped_Barley_rf_roff_rt.tif
433,Malta,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
434,Marshall Islands,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
435,Martinique,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
436,Mauritania,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
437,Mauritius,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
438,Mayotte,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
439,Mexico,Barley_rf_roff_rt,15.994524,7.982388,19.482653,se_rate_25km_clipped_Barley_rf_roff_rt.tif
440,Micronesia (Federated States of),Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
441,Midway Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
442,"Moldova, Republic of",Barley_rf_roff_rt,1.1467459,1.137184,0.6044129,se_rate_25km_clipped_Barley_rf_roff_rt.tif
443,Monaco,Barley_rf_roff_rt,12.40103,12.40103,0.0,se_rate_25km_clipped_Barley_rf_roff_rt.tif
444,Mongolia,Barley_rf_roff_rt,1.2701095,0.7134467,1.46938,se_rate_25km_clipped_Barley_rf_roff_rt.tif
445,Montenegro,Barley_rf_roff_rt,11.503196,10.0910425,6.1803875,se_rate_25km_clipped_Barley_rf_roff_rt.tif
446,Montserrat,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
447,Morocco,Barley_rf_roff_rt,3.5883613,1.6827596,4.285814,se_rate_25km_clipped_Barley_rf_roff_rt.tif
448,Mozambique,Barley_rf_roff_rt,7.376534,3.3023455,11.437223,se_rate_25km_clipped_Barley_rf_roff_rt.tif
449,Myanmar,Barley_rf_roff_rt,41.892708,30.884628,36.92879,se_rate_25km_clipped_Barley_rf_roff_rt.tif
450,Namibia,Barley_rf_roff_rt,1.6837523,0.9089714,2.8753798,se_rate_25km_clipped_Barley_rf_roff_rt.tif
451,Nauru,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
452,Navassa Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
453,Nepal,Barley_rf_roff_rt,52.028034,41.40791,43.64142,se_rate_25km_clipped_Barley_rf_roff_rt.tif
454,Netherlands,Barley_rf_roff_rt,0.19675551,0.17824762,0.0720698,se_rate_25km_clipped_Barley_rf_roff_rt.tif
455,Netherlands Antilles,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
456,New Caledonia,Barley_rf_roff_rt,88.13102,75.53471,56.034336,se_rate_25km_clipped_Barley_rf_roff_rt.tif
457,New Zealand,Barley_rf_roff_rt,11.244551,4.60594,16.334414,se_rate_25km_clipped_Barley_rf_roff_rt.tif
458,Nicaragua,Barley_rf_roff_rt,50.09742,38.00964,30.1466,se_rate_25km_clipped_Barley_rf_roff_rt.tif
459,Niger,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
460,Nigeria,Barley_rf_roff_rt,4.6734333,1.7216051,9.686092,se_rate_25km_clipped_Barley_rf_roff_rt.tif
461,Niue,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
462,Norfolk Island,Barley_rf_roff_rt,,,,se_rate_25km_clipped_Barley_rf_roff_rt.tif
